Harga Produk,Jumlah Terjual,Jumlah Ulasan,Kategori,Nama Produk,Rating,Rating Produk,Tanggal Komentar,Teks Ulasan,Username,Panjang Ulasan (karakter),Panjang Ulasan (kata)
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2025-01-09 18:04:09.703633,"Good, tapi pengiriman lelet",U***k,27,4
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2025-01-15 18:04:09.703637,"Bagus, barang nya sudah sampe 👍",J***w,31,6
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2025-03-02 18:04:09.703641,Kualitas nomor 1,y***y,16,3
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2025-05-21 18:04:09.703645,Mantap,n***s,6,1
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2024-08-19 18:04:09.703650,Bagusssss,ã****,9,1
74.000,40.0,2.0,1,Erigo T-Shirt Ring Tee Wallis Cream - Kaos Unisex - S,5.0,4.9,2024-12-23 18:04:09.703654,Amazing,ð***,7,1
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2024-10-26 18:04:09.703658,"Baru ini beli Erigo sangat tidak puas, bahan sangat tipis, pas check out harga tinggi, ternyata bahan tidak seperti biasanya..Kecewa",T***S,132,20
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-04-06 18:04:09.703663,Sebenarnya bahannya bagus tipis n ringan tp ga nerawang looo... Tp anakku ga suka krn teksturnya kyk celana bapak²... Terpaksalah Bundanya yg akan pake... Kebetulan muat...,T***S,172,26
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-03-22 18:04:09.703667,bahan lemes ndk kaku jahitan juga rapih 👍🏼👍🏼👍🏼👍🏼👍🏼,Y***s,50,8
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-06-09 18:04:09.703671,"Nyaman bahan adem
Kualitas produk: Bagus",P***j,40,6
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-06-13 18:04:09.703676,Pembelian ke 5 dan ga pernah gagal,Aris,34,7
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-04-20 18:04:09.703680,"ukuran celana cukup besar. sayangnya bahan sedikit terlalu tipis, semoga awet.
dengan harga segini sudah cukup sesuai.",A***l,118,17
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2024-11-13 18:04:09.703684,"Kualitas produk: Bahannya Tipis tp adem uk 40 nya gedeeeeeee msh agak longgar, enak nyaman d pake kata anakku",T***S,109,19
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2024-09-17 18:04:09.703688,"Berpatokan ke model Chino warna lain yang ukuran 30 aga ngepas, lalu di warna ini pilih no 32 supaya ga terlalu ngepas, eh malah kelonggaran dan kepanjangan...mungkin kal...",Uthe,173,28
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2024-12-05 18:04:09.703693,"Bahannya sangat bagus mau order lg tp size 36 nya habisss, tolong tambah stok nya dong seller",R***a,93,17
208.000,250.0,46.0,5,"Erigo Relax Chino Pants Errol Black - Celana Panjang Relax Unisex - size, 28",5.0,4.7,2025-07-06 18:04:09.703697,"Udah beli 3 celana Relax warna item ini untuk suami dan anak keren aman nyaman untuk orang² yg gemoy, yang warna lain nya 2 puas banget pokoknya
Kualitas produk: Ok punya...",T***z,173,31
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2025-01-07 18:04:09.703746,"Yg ini lebih bagus karena sablonannya beda lebih tebel dan bahannya karet jadi lebih kuat
Kualitas produk: Bagus",T***S,112,18
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2025-02-16 18:04:09.703751,"bahan bagus nyaman, sesuai deskripsi",cepi,36,5
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2024-11-30 18:04:09.703755,"Beli beda hari sampe bareng best erigo buat sehari"" nyaman 🥰",T***S,60,11
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2024-12-20 18:04:09.703759,"Ini juga nyampe
Bahan bgus banget",s***n,33,6
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2025-04-22 18:04:09.703766,Kualitas produk: Bagus,M****,22,3
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2024-11-15 18:04:09.703773,Tipis,F***i,5,1
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2024-09-11 18:04:09.703781,Real pict,T***S,9,2
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2025-04-09 18:04:09.703787,P,T***S,1,1
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2024-09-09 18:04:09.703794,bagus,A***n,5,1
84.000,60.0,17.0,1,Erigo T-Shirt Atom Black - Kaos Unisex - S,5.0,4.9,2025-07-06 18:04:09.703802,Bagus,D***e,5,1
224.000,16.0,15.0,4,Erigo Cargo Pants Ut Savier Black - Celana Panjang Cargo Unisex - 28,5.0,4.8,2024-09-08 18:04:09.703816,Sip,Q***w,3,1
224.000,16.0,2.0,4,Erigo Cargo Pants Ut Savier Black - Celana Panjang Cargo Unisex - 28,5.0,4.8,2025-07-19 18:04:09.703822,.,B***b,1,1
224.000,16.0,10.0,4,Erigo Cargo Pants Ut Savier Black - Celana Panjang Cargo Unisex - 28,5.0,4.8,2024-08-14 18:04:09.703829,.,K***y,1,1
74.000,60.0,2.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2025-04-16 18:04:09.703836,"terima kasih, langganan beli kaos di sini, kemasan baru",G***I,55,9
74.000,60.0,17.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-09-24 18:04:09.703842,Bahan lebih tipis,T***S,17,3
74.000,60.0,8.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-08-20 18:04:09.703849,Design gokil,U***m,12,2
74.000,60.0,1.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-07-28 18:04:09.703856,Alhamdulillah paketnya sudah diterima dengan baik..bajunya bagus sesuai pesanan terimakasih,T***S,91,10
74.000,60.0,9.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-09-11 18:04:09.703862,"B
Bagus banget",T***S,14,3
74.000,60.0,11.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2025-06-16 18:04:09.703869,Barang sudah diterima dengan baik....terima kasih,Septian,49,6
74.000,60.0,16.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-12-23 18:04:09.703876,Sesuai pesanan,B***k,14,2
74.000,60.0,7.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2025-02-08 18:04:09.703884,Bagus,v***),5,1
74.000,60.0,10.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-08-02 18:04:09.703892,Bavus,C***e,5,1
74.000,60.0,3.0,1,Erigo T-Shirt Ring Tee Wisher Cream - Kaos Unisex - S,5.0,5.0,2024-09-12 18:04:09.703899,Mantools,S***n,8,1
66.000,90.0,18.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2024-07-23 18:04:09.703906,"Paket sdh ditrm, ternyata ukurannya lbh kecil, dan dipake anakku ngepres,  bahan bagus adem",T***S,91,14
66.000,90.0,13.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2024-09-30 18:04:09.703913,"Suka banget sama kaos dari erigo,,bahannya bagus adem,,the best pokoknya",Z***q,72,10
66.000,90.0,7.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2025-05-26 18:04:09.703920,"Oke nyaman kainnya dingin
Bagus bagys",F***a,37,6
66.000,90.0,4.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2025-04-06 18:04:09.703951,"Kacau, 3 kali beli artikel yang sama dengan size sama.. tapi ukuran dan cutting bisa berbeda semua. Entah qc atau apa yang masalah.. seriously you’re a bad big brand 👎🏼",A***y,168,30
66.000,90.0,13.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2024-09-21 18:04:09.703960,Bahan tipis tidak seperti yg saya beli tahun lalu,Mikha,49,9
66.000,90.0,20.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2024-08-23 18:04:09.703967,"Barangnya bagus, pengiriman cepat",M****,33,4
66.000,90.0,1.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2025-06-01 18:04:09.703975,Bajunya bagus banget pokoknya,X***c,29,4
66.000,90.0,8.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2025-01-07 18:04:09.703982,Yang datang kok warna hitam ya,a***R,30,6
66.000,90.0,14.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2024-07-30 18:04:09.703989,Sz lebih kecil dari biasanya,A***o,28,5
66.000,90.0,16.0,1,Erigo T-Shirt Basic Regular Black - Kaos Polos Unisex - S,5.0,4.3,2024-12-15 18:04:09.704043,Kualitas produk: Kurang,s***u,23,3
